# ========
# captured on: Mon Nov 10 22:27:47 2014
# hostname : euler16
# os release : 2.6.32-358.6.2.el6.x86_64
# perf version : 2.6.32-358.23.2.el6.x86_64.debug
# arch : x86_64
# nrcpus online : 64
# nrcpus avail : 64
# cpudesc : AMD Opteron(TM) Processor 6274 
# cpuid : AuthenticAMD,21,1,2
# total memory : 132151156 kB
# cmdline : /usr/bin/perf record -a -e branch-misses -o rs_32.branch -- ./dress 
# event : name = branch-misses, type = 0, config = 0x5, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 16129, 16130, 16131, 16132, 16133, 16134, 16135, 16136, 16137, 16138, 16139, 16140, 16141, 16142, 16143, 16144, 16145, 16146, 16147, 16148, 16149, 16150, 16151, 16152, 16153, 16154, 16155, 16156, 16157, 16158, 16159, 16160, 16161, 16162, 16163, 16164, 16165, 16166, 16167, 16168, 16169, 16170, 16171, 16172, 16173, 16174, 16175, 16176, 16177, 16178, 16179, 16180, 16181, 16182, 16183, 16184, 16185, 16186, 16187, 16188, 16189, 16190, 16191, 16192 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 832K of event 'branch-misses'
# Event count (approx.): 815145440
#
# Overhead,Command,Shared Object,Symbol
10.53,          dress,dress                      ,[.] thrust::detail::normal_iterator<float*> thrust::operator+<thrust::detail::normal_iterator<float*>, float, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, float&, long>(thrust::iterator_facade<thrust::detail::normal_iterator<float*>, float, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, float&, long> const&, thrust::detail::normal_iterator<float*>::difference_type)                                            
3.17,          dress,dress                      ,[.] thrust::iterator_adaptor<thrust::detail::normal_iterator<float*>, float*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::advance(long)                                                                                                                                                                                                                                                                         
2.96,          dress,dress                      ,[.] void thrust::iterator_core_access::advance<thrust::detail::normal_iterator<float*> >(thrust::detail::normal_iterator<float*>&, thrust::detail::normal_iterator<float*>::difference_type)                                                                                                                                                                                                                                                                                  
2.42,          dress,libChronoEngine_Parallel.so,[.] overlap(real3, real3, real3, real3)                                                                                                                                                                                                                                                                                                                                                                                                                                       
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust6detail4consINS_9referenceIiNS_7pointerIiNS_6system3omp6detail5par_tENS_11use_defaultES8_EES8_EENS_9null_typeEEC1IKSA_EERT_RKSB_SI_SI_SI_SI_SI_SI_SI_SI_@plt                                                                                                                                                                                                                                                                                                    
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust6detail9get_classILi0EE3getIRiS4_NS0_4consIS4_NS_9null_typeEEEEET_RNS5_IT0_T1_EE@plt                                                                                                                                                                                                                                                                                                                                                                            
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrustneINS_6detail15normal_iteratorINS_7pointerIxNS_6system3omp6detail5par_tENS_11use_defaultES8_EEEExS7_NS_27random_access_traversal_tagENS_9referenceIxS9_S8_EElSA_xS7_SB_SD_lEEbRKNS_15iterator_facadeIT_T0_T1_T2_T3_T4_EERKNSE_IT5_T6_T7_T8_T9_T10_EE@plt                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::detail::normal_iterator<thrust::pointer<int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default> >, thrust::pointer<int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default>, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::advance(long)                                                                                    
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6chrono22ChConstraintRigidRigid10ComputeRHSEv._omp_fn.17                                                                                                                                                                                                                                                                                                                                                                                                               
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK6thrust12zip_iteratorINS_5tupleINS_17counting_iteratorIlNS_11use_defaultES3_lEENS_6detail15normal_iteratorIPiEENS_9null_typeES9_S9_S9_S9_S9_S9_S9_EEE18get_iterator_tupleEv@plt                                                                                                                                                                                                                                                                                       
0.00,          dress,libChronoEngine.so         ,[.] void std::_Destroy_aux<true>::__destroy<chrono::ChForce**>(chrono::ChForce**, chrono::ChForce**)                                                                                                                                                                                                                                                                                                                                                                          
0.00,          dress,libChronoEngine.so         ,[.] __gnu_cxx::new_allocator<chrono::ChForce*>::new_allocator()                                                                                                                                                                                                                                                                                                                                                                                                               
0.00,      events/32,[kernel.kallsyms]          ,[k] 0xffffffff81510472                                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust20iterator_core_access7advanceINS_7pointerIjNS_6system3cpp6detail3tagENS_11use_defaultES7_EEEEvRT_NS9_15difference_typeE@plt                                                                                                                                                                                                                                                                                                                                    
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::cons<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<int*>, thrust::system::omp::detail::par_t>, thrust::detail::cons<thrust::detail::tagged_iterator<thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::system::omp::detail::par_t>, thrust::null_type> >::get_tail()                                                                                                           
0.00,          dress,libChronoEngine.so         ,[.] void std::_Destroy_aux<true>::__destroy<chrono::ChMarker**>(chrono::ChMarker**, chrono::ChMarker**)                                                                                                                                                                                                                                                                                                                                                                       
0.00,          dress,libChronoEngine_Parallel.so,[.] chrono::collision::ChCollisionModelParallel::bData* std::uninitialized_copy<std::move_iterator<chrono::collision::ChCollisionModelParallel::bData*>, chrono::collision::ChCollisionModelParallel::bData*>(std::move_iterator<chrono::collision::ChCollisionModelParallel::bData*>, std::move_iterator<chrono::collision::ChCollisionModelParallel::bData*>, chrono::collision::ChCollisionModelParallel::bData*)                                                          
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust20iterator_core_access11dereferenceINS_7pointerIxNS_6system3cpp6detail3tagENS_11use_defaultES7_EEEENT_9referenceERKS9_@plt                                                                                                                                                                                                                                                                                                                                      
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK6thrust15iterator_facadeINS_6detail15normal_iteratorINS_7pointerIxNS_6system3omp6detail5par_tENS_11use_defaultES8_EEEExS7_NS_27random_access_traversal_tagENS_9referenceIxS9_S8_EElE7derivedEv@plt                                                                                                                                                                                                                                                                    
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK5real33dotERKS_@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                   
0.00,          dress,libChronoEngine_Parallel.so,[.] bool thrust::detail::host_function<thrust::less<int>, bool>::operator()<thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default> >(thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_def
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::vector_base<unsigned int, std::allocator<unsigned int> >::begin()                                                                                                                                                                                                                                                                                                                                                                                         
0.00,          dress,libstdc++.so.6.0.20        ,[.] std::basic_ios<char, std::char_traits<char> >::_M_cache_locale(std::locale const&)                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::vector_base<float, std::allocator<float> >::insert(thrust::detail::normal_iterator<float*>, unsigned long, float const&)                                                                                                                                                                                                                                                                                                                                  
0.00,          dress,dress                      ,[.] thrust::iterator_adaptor<thrust::detail::normal_iterator<float*>, float*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::iterator_adaptor(float* const&)                                                                                                                                                                                                                                                       
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust5tupleIlRiNS_9null_typeES2_S2_S2_S2_S2_S2_S2_EC1ERKlS1_@plt                                                                                                                                                                                                                                                                                                                                                                                                     
0.00,          dress,libChronoEngine_Parallel.so,[.] real4* thrust::system::detail::generic::uninitialized_fill_n<thrust::system::cpp::detail::tag, real4*, unsigned long, real4>(thrust::execution_policy<thrust::system::cpp::detail::tag>&, real4*, unsigned long, real4 const&)                                                                                                                                                                                                                                            
0.00,          dress,libChronoEngine.so         ,[.] std::vector<chrono::ChMarker*, std::allocator<chrono::ChMarker*> >::clear()                                                                                                                                                                                                                                                                                                                                                                                               
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK6thrust16iterator_adaptorINS_7pointerIxNS_6system3cpp6detail3tagENS_11use_defaultES6_EEPxxS5_NS_27random_access_traversal_tagENS_9referenceIxS7_S6_EElE4baseEv@plt                                                                                                                                                                                                                                                                                                    
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust6detail12fill_functorIbEC1ERKb@plt                                                                                                                                                                                                                                                                                                                                                                                                                              
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::plus<int>::operator()(int const&, int const&) const                                                                                                                                                                                                                                                                                                                                                                                                               
0.00,          dress,libChronoEngine_Parallel.so,[.] bool* thrust::system::detail::internal::scalar::copy_detail::copy<thrust::detail::normal_iterator<bool*>, bool*>(thrust::detail::normal_iterator<bool*>, thrust::detail::normal_iterator<bool*>, bool*, thrust::detail::integral_constant<bool, true>)                                                                                                                                                                                                                    
0.00,          dress,ld-2.12.so                 ,[.] strcmp                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
0.00,          dress,libChronoEngine_Parallel.so,[.] bool thrust::operator!=<thrust::detail::normal_iterator<real3*>, real3, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, real3&, long, thrust::detail::normal_iterator<real3*>, real3, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, real3&, long>(thrust::iterator_facade<thrust::detail::normal_iterator<real3*>, real3, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, real3&, long> const&, thr
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::vector_base<short2, std::allocator<short2> >::push_back(short2 const&)                                                                                                                                                                                                                                                                                                                                                                                    
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::disable_if<thrust::detail::allocator_traits_detail::has_effectful_member_construct2<std::allocator<real3>, thrust::detail::pointer_element<real3*>::type, real3>::value, void>::type thrust::detail::allocator_traits_detail::fill_construct_range<std::allocator<real3>, real3*, unsigned long, real3>(std::allocator<real3>&, real3*, unsigned long, real3 const&)                                                                                      
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust16iterator_adaptorINS_7pointerIxNS_6system3cpp6detail3tagENS_11use_defaultES6_EEPxxS5_NS_27random_access_traversal_tagENS_9referenceIxS7_S6_EElE7advanceEl@plt                                                                                                                                                                                                                                                                                                  
0.00,          dress,libstdc++.so.6.0.20        ,[.] _ZNSt8ios_base7_M_initEv@plt                                                                                                                                                                                                                                                                                                                                                                                                                                              
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::distance_from_result<thrust::detail::normal_iterator<real4*>, thrust::detail::normal_iterator<real4*> >::type thrust::iterator_core_access::distance_from<thrust::detail::normal_iterator<real4*>, thrust::detail::normal_iterator<real4*> >(thrust::detail::normal_iterator<real4*> const&, thrust::detail::normal_iterator<real4*> const&)                                                                                                              
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust20iterator_core_access13distance_fromINS_6detail15normal_iteratorIP6short2EES6_EENS2_20distance_from_resultIT_T0_E4typeERKS8_RKS9_@plt                                                                                                                                                                                                                                                                                                                          
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust15iterator_facadeINS_12zip_iteratorINS_5tupleINS_6detail15tagged_iteratorINS3_15normal_iteratorIPiEENS_6system3omp6detail5par_tEEENS4_INS_7pointerIiSB_NS_11use_defaultESE_EESB_EENS_9null_typeESH_SH_SH_SH_SH_SH_SH_EEEENS2_IiiSH_SH_SH_SH_SH_SH_SH_SH_EESB_NS_27random_access_traversal_tagENS3_28tuple_of_iterator_referencesIRiNS_9referenceIiSF_SE_EESH_SH_SH_SH_SH_SH_SH_SH_EElE7derivedEv@plt                                                            
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::normal_iterator<thrust::pointer<int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default> >, int, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, thrust::reference<int, thrust::pointer<int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default>, thrust::use_default>, long>::derived()                                                                   
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6chrono9collision13ChCBroadphase33host_Store_AABB_AABB_IntersectionEPK5real3PKjS6_S6_S6_PK6short2Px._omp_fn.3                                                                                                                                                                                                                                                                                                                                                          
0.00,          dress,libChronoEngine.so         ,[.] chrono::ChBody::VariablesQbIncrementPosition(double)                                                                                                                                                                                                                                                                                                                                                                                                                      
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust16raw_pointer_castINS_7pointerIiNS_6system3omp6detail5par_tENS_11use_defaultES6_EEEENS_6detail14pointer_traitsIT_E11raw_pointerERKSA_@plt                                                                                                                                                                                                                                                                                                                       
0.00,          dress,libChronoEngine_Parallel.so,[.] real4* thrust::detail::two_system_copy<thrust::system::cpp::detail::tag, thrust::system::cpp::detail::tag, thrust::detail::normal_iterator<real4*>, real4*>(thrust::execution_policy<thrust::system::cpp::detail::tag>&, thrust::execution_policy<thrust::system::cpp::detail::tag>&, thrust::detail::normal_iterator<real4*>, thrust::detail::normal_iterator<real4*>, real4*)                                                                                           
0.00,          dress,libChronoEngine_Parallel.so,[.] int& thrust::detail::get_class<0>::get<int&, int&, thrust::detail::cons<thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, thrust::null_type> >(thrust::detail::cons<int&, thrust::detail::cons<thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, thrust::null_type> > const&
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::normal_iterator<real3*>, real3, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, real3&, long>::operator[](long) const                                                                                                                                                                                                                                                                                      
0.00,          dress,ld-2.12.so                 ,[.] open_verify                                                                                                                                                                                                                                                                                                                                                                                                                                                               
0.00,     flush-0:19,[kernel.kallsyms]          ,[k] 0xffffffff810570b3                                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK5real3ngEv@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine.so         ,[.] _ZN6chrono8geometry10ChGeometryC2Ev@plt                                                                                                                                                                                                                                                                                                                                                                                                                                   
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust16iterator_adaptorINS_17counting_iteratorIiNS_11use_defaultENS_27random_access_traversal_tagES2_EEiiNS_14any_system_tagES3_ilE9incrementEv@plt                                                                                                                                                                                                                                                                                                                  
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::constant_iterator<real3, thrust::use_default, thrust::use_default>, thrust::counting_iterator<int, thrust::use_default, thrust::random_access_traversal_tag, thrust::use_default>, real3, thrust::any_system_tag, thrust::random_access_traversal_tag, real3, thrust::use_default>::increment()                                                                                                                                          
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN5real3C1Ev@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                         
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK6thrust15iterator_facadeINS_7pointerIxNS_6system3cpp6detail3tagENS_11use_defaultES6_EExS5_NS_27random_access_traversal_tagENS_9referenceIxS7_S6_EElEdeEv@plt                                                                                                                                                                                                                                                                                                          
0.00,          dress,libChronoEngine_Parallel.so,[.] real3& thrust::detail::get_class<1>::get<real3&, real3, thrust::detail::cons<real3&, thrust::null_type> >(thrust::detail::cons<real3, thrust::detail::cons<real3&, thrust::null_type> >&)                                                                                                                                                                                                                                                                                 
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_traits<thrust::detail::normal_iterator<short2*> >::difference_type thrust::system::detail::generic::distance<thrust::detail::normal_iterator<short2*> >(thrust::detail::normal_iterator<short2*>, thrust::detail::normal_iterator<short2*>)                                                                                                                                                                                                              
0.00,          dress,libChronoEngine_Parallel.so,[.] _Z3DotIN6thrust11host_vectorIfSaIfEEEEfRKT_S6_._omp_fn.19                                                                                                                                                                                                                                                                                                                                                                                                                 
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK6thrust15iterator_facadeINS_6detail15normal_iteratorIP5real3EES3_NS_6system3cpp6detail3tagENS_27random_access_traversal_tagERS3_lE7derivedEv@plt                                                                                                                                                                                                                                                                                                                      
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::pointer<unsigned int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default>, unsigned int*, unsigned int, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, thrust::reference<unsigned int, thrust::pointer<unsigned int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default>, thrust::use_default>, long>::advance(long)                                             
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK6thrust15iterator_facadeINS_6detail15tagged_iteratorINS1_15normal_iteratorIPiEENS_6system3omp6detail5par_tEEEiS9_NS_27random_access_traversal_tagERilEdeEv@plt                                                                                                                                                                                                                                                                                                        
0.00,          dress,dress                      ,[.] chrono::ChFrameMoving<double>::GetWvel_loc() const                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] _init                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust20iterator_core_access11dereferenceINS_12zip_iteratorINS_5tupleINS_6detail15tagged_iteratorINS4_15normal_iteratorIPiEENS_6system3omp6detail5par_tEEENS5_INS_7pointerIiSC_NS_11use_defaultESF_EESC_EENS_9null_typeESI_SI_SI_SI_SI_SI_SI_EEEEEENT_9referenceERKSL_@plt                                                                                                                                                                                            
0.00,          dress,libChronoEngine_Parallel.so,[.] chrono::ChMaterialSurface::GetCompliance()                                                                                                                                                                                                                                                                                                                                                                                                                                
0.00,          dress,libChronoEngine_Parallel.so,[.] bool thrust::iterator_adaptor<thrust::detail::normal_iterator<int2*>, int2*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::equal<thrust::detail::normal_iterator<int2*>, int2*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>(thrust::iterator_adaptor<thrust::detail::normal_iterator<int2*>, int2*, thrust::use_default, thrust::use_default, thr
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::detail::normal_iterator<real4*>, real4*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::advance(long)                                                                                                                                                                                                                                                                         
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust6detail23allocator_traits_detail20copy_construct_rangeINS_6system3cpp6detail3tagESaIbENS0_15normal_iteratorIPbEES9_EENS0_10disable_ifIXsrNS1_34needs_copy_construct_via_allocatorIT0_NS0_15pointer_elementIT2_E4typeEEE5valueESF_E4typeERNS_16execution_policyIT_EERSD_T1_SQ_SF_@plt                                                                                                                                                                            
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK6thrust7pointerIiNS_6system3cpp6detail3tagENS_11use_defaultES5_E11dereferenceEv@plt                                                                                                                                                                                                                                                                                                                                                                                   
0.00,          dress,libstdc++.so.6.0.20        ,[.] std::basic_ios<char, std::char_traits<char> >::clear(std::_Ios_Iostate)                                                                                                                                                                                                                                                                                                                                                                                                   
0.00,          dress,libChronoEngine.so         ,[.] chrono::ChBody::BFlagSetON(int)                                                                                                                                                                                                                                                                                                                                                                                                                                           
0.00,          dress,libChronoEngine_Parallel.so,[.] void thrust::detail::fill_construct_range<std::allocator<int>, int*, unsigned long, int>(std::allocator<int>&, int*, unsigned long, int const&)                                                                                                                                                                                                                                                                                                                           
0.00,          dress,libChronoEngine_Parallel.so,[.] chrono::collision::host_Dispatch_Finalize(unsigned int const&, real3 const*, float const&, SYSTEMTYPE const&, unsigned int const&, unsigned int const&, int const&, real3*, real3*, real3*, float*)                                                                                                                                                                                                                                                                       
0.00,          dress,libChronoEngine_Parallel.so,[.] long& thrust::detail::get_class<0>::get<long&, long, thrust::detail::cons<int&, thrust::null_type> >(thrust::detail::cons<long, thrust::detail::cons<int&, thrust::null_type> >&)                                                                                                                                                                                                                                                                                         
0.00,          dress,libChronoEngine_Parallel.so,[.] chrono::collision::ChCollisionModelParallel::SetFamilyMaskNoCollisionWithFamily(int)                                                                                                                                                                                                                                                                                                                                                                                      
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::disable_if<thrust::detail::allocator_traits_detail::needs_copy_construct_via_allocator<std::allocator<float>, thrust::detail::pointer_element<float*>::type>::value, float*>::type thrust::detail::allocator_traits_detail::copy_construct_range<thrust::system::cpp::detail::tag, std::allocator<float>, thrust::detail::normal_iterator<float*>, float*>(thrust::execution_policy<thrust::system::cpp::detail::tag>&, std::allocator<float>&, thrust::de
0.00,          dress,libChronoEngine.so         ,[.] _ZN6chrono12ChQuaternionIdEC1ERKS1_@plt                                                                                                                                                                                                                                                                                                                                                                                                                                   
0.00,          dress,dress                      ,[.] chrono::ChQuaternion<double>::Length() const                                                                                                                                                                                                                                                                                                                                                                                                                              
0.00,          dress,libChronoEngine_Parallel.so,[.] void thrust::fill<thrust::detail::normal_iterator<int*>, int>(thrust::detail::normal_iterator<int*>, thrust::detail::normal_iterator<int*>, int const&)                                                                                                                                                                                                                                                                                                                   
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::allocator_system<std::allocator<real4> >::get(std::allocator<real4>&)                                                                                                                                                                                                                                                                                                                                                                                     
0.00,          dress,libChronoEngine_Parallel.so,[.] void thrust::system::detail::generic::fill<thrust::system::cpp::detail::tag, thrust::detail::normal_iterator<unsigned int*>, unsigned int>(thrust::execution_policy<thrust::system::cpp::detail::tag>&, thrust::detail::normal_iterator<unsigned int*>, thrust::detail::normal_iterator<unsigned int*>, unsigned int const&)                                                                                                                                              
0.00,          dress,libChronoEngine_Parallel.so,[.] void thrust::generate<thrust::system::cpp::detail::tag, thrust::detail::normal_iterator<float*>, thrust::detail::fill_functor<float> >(thrust::detail::execution_policy_base<thrust::system::cpp::detail::tag> const&, thrust::detail::normal_iterator<float*>, thrust::detail::normal_iterator<float*>, thrust::detail::fill_functor<float>)                                                                                                                             
0.00,          dress,libChronoEngine_Parallel.so,[.] long thrust::iterator_adaptor<thrust::detail::normal_iterator<unsigned int*>, unsigned int*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::distance_to<thrust::detail::normal_iterator<unsigned int*>, unsigned int*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>(thrust::iterator_adaptor<thrust::detail::normal_iterator<unsigned int*>, unsign
0.00,          dress,libChronoEngine.so         ,[.] _ZN6chrono8ChVectorIdEC1Eddd@plt                                                                                                                                                                                                                                                                                                                                                                                                                                          
0.00,          dress,libChronoEngine_Parallel.so,[.] int* thrust::for_each_n<thrust::system::cpp::detail::tag, int*, unsigned long, thrust::detail::host_generate_functor<thrust::detail::fill_functor<int> > >(thrust::detail::execution_policy_base<thrust::system::cpp::detail::tag> const&, int*, unsigned long, thrust::detail::host_generate_functor<thrust::detail::fill_functor<int> >)                                                                                                                                
0.00,          dress,dress                      ,[.] void thrust::detail::host_generate_functor<thrust::detail::fill_functor<float> >::operator()<float>(float const&)                                                                                                                                                                                                                                                                                                                                                         
0.00,          dress,libChronoEngine.so         ,[.] chrono::ChBody::ClampSpeed()                                                                                                                                                                                                                                                                                                                                                                                                                                              
0.00,          dress,libstdc++.so.6.0.20        ,[.] std::ios_base::_M_dispose_callbacks()                                                                                                                                                                                                                                                                                                                                                                                                                                     
0.00,          dress,libChronoEngine_Parallel.so,[.] bool thrust::iterator_adaptor<thrust::detail::normal_iterator<real4*>, real4*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::equal<thrust::detail::normal_iterator<real4*>, real4*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>(thrust::iterator_adaptor<thrust::detail::normal_iterator<real4*>, real4*, thrust::use_default, thrust::use_defaul
0.00,          dress,libChronoEngine_Parallel.so,[.] int* thrust::system::detail::generic::fill_n<thrust::system::cpp::detail::tag, int*, unsigned long, int>(thrust::execution_policy<thrust::system::cpp::detail::tag>&, int*, unsigned long, int const&)                                                                                                                                                                                                                                                                    
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::normal_iterator<real4*>::reference thrust::iterator_core_access::dereference<thrust::detail::normal_iterator<real4*> >(thrust::detail::normal_iterator<real4*> const&)                                                                                                                                                                                                                                                                                    
